Rating,cleaned_text_str
1,service really exceptional cheer manav served u really well food nice loved ambience nice music playing background
1,soumen da waited table! thanks buddy great service visit soon! soumen da waited table! thanks buddy great service visit soon!soumen da waited table! thanks buddy great service visit soon! soumen da waited table! thanks buddy great service visit soon!
1,papiya shuvro great helped u get table quickly suggested u best sizzlers menu ambience awesome suggested best table helpful till visit awesome service guy try well u plan take loved one n give osm experience place
1,quite good ambienceliked special restro biryanimust trylike service papiya shuvrothey really good der servicewill like visit againits nice place visit specially nyt tymfood yumshould try biryani
1,pradeep shubroto amazing friendly service awesome n food worldmust visit people visit
1,visited place colleague farewell really great timegood food service pradeep shobro come later
1,restaurant amazing ambience staff polite suggest good recommendation food visit beyond flavour sometime reach papiya shuvro suggest really good dish
1,excellent food service special mention papiya shuvro surprised see good quality food served low price ambience quite good highly recommended
1,papiya shuvro fb executive really courteous friendly thoroughly enjoyed experience good place cute lil date hehe nice family dinner
1,first time visited restaurant experience good term food hospitality service ambience thanks shubro papiya hospitality
1,place beyond beautiful ambience excellent food good service soumen da extremely good highly recommended place
1,beyond time tried lot dish never disappoints would specially recommend soup healthy broth soup roasted chicken soup amazing addition service great server papiya courteous prompt place become go place good dining experience
1,time waste taste u r welcome taste really superb service slow! dish impressively different flavour liked!
1,food good would add could increase spreadananya courteous good serving! !ambience also good peaceful!!!!!!!!! !
1,pardeep shubrat served great food great ambience must try ! !! food awesome ambience good great place go team
1,one best restaurant hyderabad near gachibowli ambiance good lunch spread good tasty thank papiya guidance
1,really liked food different get every restaurant really appreciate service papiyaloved presentation food
1,good food good time place ambience really good nice time thanks shubro assistance guidance food
1,best place hangout food really great thanks papiya service staff reallly cooperative ambience really great especially pdrprivate dining room awesome
0,went team lunch worst restaurant food tasteless service slow ac working we’ve requested multiple time use please don’t waste money strictly recommend prefer beyond flavour
1,discovered place returning despicable day office walked ordered food thinking would takeout food one could get outlet food turned saviour way designed place indeed remarkable light mixed setup would give retro feel good normal group people would want sit great conversation food
1,second time really beyond imagination beyond taste beyond flavour well courteous staff hospitile taste good best part presentation really meeting standard star restaurant impressed mr ahmed pradeep mr dipanajan friendly took care u well good job guy keep
1,ordered vegetable lasagne sizzler chicken tikka absolutely delicious ambience amazing service good
1,one best food experience hyderabad dessert yum appricot pudding must ahmed khan service unparalled keep good work
1,ahmed great help beyond flavour may suggest great food good experience stater sizzler good sauce use chicken dish awsome nan soft even take without butter easily eat great experience beyond flavor
1,dinner place attendant papiya staff friendly ambiance awesome good variety food beverage
1,good ambience absolutely delicious food i’ve got best company ananya beyond flavour place quite peaceful music fun loving staff great place friend
0,place dinner day back ambience good restaurant almost half occupied immediately got table waited min get water menu reminder ordered starter main course item mock drink starter could served min sign mock drinks! noticed similar service issue table noticed guest literally shouting staff food average dish prepared well least compared rating zomato finally decided starter hop onto another restaurant rest meal!
0,place twice different experience 1st time colleague loved food ambience service everything except price costly special baked biriyani work try unique tasty good experience revisited place sister order mocktail terriblethey replace still good asked starter bone boneless told boneless later arrival told come disappointing know staff know menu
1,one best place hangout friend seemed like quiet common place group lunch etc food good ambience also nice loved everything
1,ambience good staff polite friendly food super good nice time lunch keep good work thank nice hospitality loved
0,hostile staff okeish food great ambiance sure rating zomato stand starter decent main course horrible suggest place
1,thanks ahmed food great recommend visit service excellent ambience good great time family
1,place flavor food service like beyond good beyond expectation really really quality worth moneyi personally highly recommend placegreat flavour food much prompt serviceambience also enhance flavor restaurant
0,food quality taste good super slow service nice ambience poor customer handling lot item available even menu
0,worst experience restaurant ever first starter served half hour ordering chicken popcorn hair strand yuck! guy took main course order forgot completely order waiting almost hour wait another half hour get food worst got u chicken lasagna instead veg lasagna figured chicken right one staunch vegetarian friend almost ate recommend place many better place gachibowli could save time provide better service
1,place really recommend restaurant food lover specifically continental food loverpasta sizzlers yummy cant stop choose restaurant rather otherservice part really satisfied
1,much impressed quality food service specially mr ahmed thank politeness readiness food say beyond flavour loved place must visit great ambience
1,food indeed beyond falvours ahmed served u well hoping meet next time soon great ambience amazing song background added innumerous flavour delicious food
1,starter good service also good ahmed polite helped u selecting menul tuned great would like come back
0,bad experience beyond flavour really put beyond flavour gone dinner next day get hospitalised food infection guess food served fresh
1,lovely ambienceroasted chicken soup highlight dinnerbasket biryani full flavour yummlasagne greatnice go whole familyappetisers quantity less though
0,liked food ambience problem staff responsive we’ve ordered one item got something else otherwise place food good
0,it’s worst service experience food ok took 45mins get veg pulav never seen restaurant take time won’t visit
0,waiter good enough get item ordered overall bad experience waiting time expected
1,awesome food good ambience centrally located ample parkingcoordination serving boy service scope improvement boy courteous though sure bar closed saturday eveningoverall good experience extremely value moneywill visit again!
0,office lunch outing rating would mixed food fine service bad booked table day still wait min get one manager polite gave rubbish reason bad service ambiance fine
1,really enjoyed follows entrance music lighting seating arrangement decoration everything awsome food best service enhance flavour restaurant realy recommend restaurant
1,came first time restaurant entrance music lighting seating arrangement decoration everything awsome food best service enhance flavour restaurant
0,pathetic horrible experience ambience hospitality food chair table broken food cold tasteless buffet arrangement good could bit spacious
1,ahmed serving u polite cooperative staffamazing food ambienceveg gilaffi kabab lasgna must tryloved overall experience
1,paradise biryani really good service also good staff friendly ambiance nice chicken biryani mutton biryani good thank
1,chiken biryani good spcal chiken cary good testy food enjoy food next time visiting family friend
1,good hospitalitygood ambiance good food v good facility packing biriyani long distance good place visit mainly hyderabad biriyani
1,good food tasty better music food better quick responseand everything good good environment
1,goodtasteever paradise make magicchefs gladly prepare way u prefer nice serve everyonethis world best biryani
1,food quality goodbut sometakes time food arrivesbut food taste goodstaff goodperfect family lunch dinnerenjoy
1,tasty food good service enjoyed lot paradise quick response provider fast deliverytasty food good place good economic people
1,ordered one chicken one mutton biryani good paradise definitly great restaurant biryani restaurant ambinence good along quick service
1,always best time favorite food biryani ka baap every time visit feel something special almost visited time simply best
1,good taste love visit family friend hopefully enjoyed taste biryani make happens every time
1,usual food always good world famous biryani love eat paradise biryani ever service n ambiance also good
1,ordered tandoori chicken starter tasty light butter naan mutton masala main course ordered chicken biryani egg mutton biryani tasty light mutton piecs cooked perfection
1,fri approach service especially shri krishan excellent service rendered dish tasty like visit recommend friend
1,order drumstick chicken biryani awesome taste good service rating good response service boy good serving good seating
1,food hospitality staff amazing service fast ambience place really good really recommened everyone try kadai chicken
1,service good food also good ambiance good chicken biriyani egg biriyani really good nice service good food overall good
1,ordered chicken biryani egg biriyani food awesome nice place great ambitious definitely come next time service good
1,friendly nice service chicken biryani delicious curry bowl design nice nice temp nice cooling nice tooth pic nice spot selfie nice restaurant setting
1,nice humble staff tasty biryani many people told try another place paradise truly paradise biryani lover
1,nice restaurant friendly courteous staff variety option choose curry raita really good good option veggie also try
1,food good staff humble great time people good service good food nise ambiance biriyani hybd hybd india
1,haleem good egg biryani also tasty compared place service good happy next time visiting soon friend
1,haleem good chiken biryani good nice place paradise gachibowli happy next time visiting friend
0,ordered special chicken biryani received two ordinary biryani bones! big time disappointment place known biryani feel like worst biryani costed buck receiving buck biryani worst experience
1,nice taste good maintenance nizam chicken biryani good pepper chicken tasty service fast good receiving please visit tasty food
1,parans good ege biryani good service good next time visit friend family lastly thank
1,nice place eat great food great service value money great ambience highly recommended price bit high definitely worth
1,good food good service good option vegetarian also dessert tasty ambience also neat place look hygienic
1,ege biriyani good service good nice place paradise gachibowli happy next time visit friend family
1,food especially haleem people hate mutton smell wanted taste haleem go try restaurant service ambience cool
1,chicken biriyani good service good nice place happy enjoy food next time visit family friend
1,chicken biriyani good nice place paradise gachibowli service good nice enjoy food next time visit soon friend
1,awesome biryani kebab apollo fish best one clean hygienic food courteous staff prompt service response keep good work
1,nice staff food good tastyambience goodservice good staff polite customersoverall food great woowwwwwww
1,nice place enjoy food servive good food delicious decent ambience good place enjoy nizamis food hyderabad
1,awesome service rajesh team tasty food brevage keep rocking guy become favourite place love come back
1,really delicious though much spicy good grab go must try ur looking good non veg stuff also get experience good ambience
0,bad dine experience restaurant booked place office lunch instruction none met restaurant overall bad experience
1,always best food service chicken good chicken biryani good nice place soo enjoy food lastly thank
1,good service excellent food chicken biryani mutton biryani good ambience also nice good staff overall good food good service happy time
0,taste huge hype biryani hence tried find taste upto par really happy food taste ambience place well versed calming enough keep concentrated food ac working properly led uneasy food experience service alright much talk it!
1,mutton biryani good service good nice place paradise gachibowli next time visiting family friend
1,tanduri chiken good chiken biriyani good nice place paradise gachibowli happy enjoy food service good
1,paradise gachibowli amazing restaurant always received warm service amazing food saleem wonderful server provided good service really love place
1,mutton biryani nice awesome chicken tikka great favourite service nice polite nice time visit soon finally upto mint thats great
1,good time best servicenear place come food tasty good good good good food nice restaurant would like come thank much tasty food
1,taste biriyani well defined taste flavour price biriyani quite leaving service staff good secure
1,biryani taste good service also good ambience waiter response also good table well maintained clean waiting food
1,like way staff treat customer coolest thing seen food presentation also food tooo good especially supreme chicken biryani
1,biryani goodthe service goodsuggest everyone visitits good place come family place visit
1,haleem good enjoying food nice place paradise gachibowli service good like next time visit
1,haleem mutton biryani dish amazingly well cooked service provided tremendous must visit restaurant
1,menu goodservice also goodtaste good biryani goodall item goodbirya nice flavourstaturs good lime shoda good
1,food delicious service also good environment good pleasant picture wall veg item must specially tried
1,delighted tastealways expect fair good servicevalue money!had awesome hangout herei always recommend place
1,good food service quality good ambiance hospitality amazing really enjoyed food judi busy bug birth nick
1,chiken biriyani good muttan biriyani good service good happy nice place paradise gachibowli next time visit
1,regular customer paradise first time zomato ratting given delicious chicken biriyani speed service staff also good thank paradise
1,excellent food year don’t miss whenever visit hyderabad love paradise biryani much hyderabad excellent service
1,chicken biriyani good chicken pice soft place good service good happy nexr time visit friend
1,mutton biryani amazing always expecting increase quantity ambience good staff good quick response everything food served within time really appreciated
1,awesome food service degraded compared last year come next time sure expecting thing better thank
1,polite friendly visited place 3rd time food decent enough good place visit family dinner lunch
0,mumbaikars heard famous paradise restaurant hence decided try one great hope ambience place great however really impressed food service ordered chilli chicken paneer tikka chicken masala lowest rating possible chicken biryani garlic naan staff least bothered kept u waiting like min jus take order food disappointing much hyped restaurant would go recommend place anyone frequent dine experience
1,ordered mutton haleem awesome! taste really exceptional comparing big name pista house shah ghouse definitely try found haleem
1,chicken biryani chillie chicken really tastyservice good nice place paradise gachibowli happy next time visiting
1,friendly staffambience goodhygiene got know history paradise biryani must try anyone fall love
1,ambiance good food good tasted different flavour office team good time staff polite friendly
1,gud foodfast service best people restaurant fast delivery asking rate restaurant nice restaurant good service many badtrips filed go
1,kebab tasty also service prompt staff courteous kunal catered need saw good time must visit place biryani lovers! !
1,biriyani good provided good service ur restaurant nice looking goodbiriyani good provided good service ur restaurant nice looking goodbiriyani good provided good service ur restaurant nice looking good
1,taste food good variety well many work ambience restaurant service pretty fast overall fan biryani visit many time
1,good service food chicken lollipop delicious chicken biryani large portion won’t left hungry please visit
1,service amazing biryani place paradise birayani taste great place cozy great hang friend would love visit
1,good service firstly importantly delicious biryani love visit good food food service visit chicken biriyani biriyani
1,suprim muttan biryani good service good nice place nice paradise next time visiting family friend
1,delicious haleem ian happy feeling service also good haleem price also good haleem quantity good staff also good
1,food simple tasty also like ambience quality dish service restaurant overall good soothing one mood
1,staff really good food delicious egg biryani good place clean neat ambience amazinga place visit gachibowli
1,chicken biryani awesome service good toofan thankyou assistance place location easy locate thankyou service would love recommend friend family well
1,beautifulpeaceful relaxing staff outstanding restaurant exceptional along host server must visit place
1,good food good service biryani excellent chicken curry good bread make alrightgood place hangout
1,good food service quality nice ambience hospitality amazing chicken biriyani amazing ni redo mission justin muffin butch cassidy
1,briyani good crispy briyani good crispy briyani good crispy briyani good crispy service also good
1,good food nice infrastructureserving good need fast food tasteful satisfied every thing paradise restuarant
1,good foodegg friend rice nice also chicken tikka masala awesome service great enjoyed food people nice
1,nice food always briyani great nice visit specially chicken tandoori thank kunal serving helping serving
1,taste good service good restaurant helpful employee sweetdish nice also many varities menu card restaurant
1,first visit gachibowli paradise happy biriyani delicious service also good staff also friend ly
1,nice place humble staff quick service hospitable ambience delicious food probably best biryani country starter less either
1,nice biryani taste good quantity less service good staff curious biryani sufficient two people value money
1,paradise one favourite restaurant eat briyani good service well food yummy tasty
1,chicken biryani excellent one best hyderabadi service perfect visit ambience good staff polite best place family outing
1,good service food good tastebiryani super looking family happy thank u much come paradise gachibowli
1,good food ambience good servise staff good food servise good veg biriyani relly good come
1,chiken musallam really good dat keema also nice flavourloved next time definently would like come family toofan served u really amazing guylovely personnice meet
1,experienced best haleem murg musalam taste good service awesome respectable good ambiance recommend family friend
1,nyc restaurant come taste haleem even veg sooo good scope imporvement good management staff also good
1,tasty good healthhaleem yummyand atmosphere also good loved place better try place
1,tasty specially biryani satisfied service good suggest come try great time good sense humour staff
0,people visited place thursday nightambience service good food disappointednot worth money pay
1,starter tastiest good place choose ambience amazing especially loved sourav ismial served u pleasure
1,best restaurant great food satyajit team fabulousmust visit placestarters goodneed improve dessert especially icecream
1,would rated music played justin bieber song! awesome service great food! waiter refused take tip!! !
1,great time great service polite professional starter good excellent main course overall wonderful experience satyajeet alok jayanth team excellent
1,awesome food mr sabir ambience really nice everything flechazo force visit place kudos fourth visit always improving
1,sabirservice extremely good courteous fantastic nice ambience super starter awesome food overall recommends restaurant please try
1,place nice food awasome guy goodwe visiting flehazo restaurant lovely placei think place good place
1,birthday wonderful first experience jayant accompanied u best starter veg non veg made u comfortable wife wonderful lunch special day loved place foood awesome
1,service jayanta wonderful starter good start mango flavour prawn add classic mango taste wish pizza also good different pizza lover overall fantastic experience
1,ambience awesome love service staff variety starter dessert yumm pleasure evenin service jayanta flechazo gachibowli awesome warm
1,sabir excellent service panner verry good v kabab nice main course dal tasty coconut noodels mouth watering dessert gulab jamun yum
1,good food good service value money friendly staff sabir one staff member service great job splendid menu non veg n veg p
1,great time staff vry polite friendly especially jayant nice u overall food good highly recommend
1,given bday treat friend guys! awesome place dine starter good great time jayant
0,hi time satisfied flechazo starter much hot room temparature little warm asked fish starter got two piece bbq wing good tooo hard mango chilli prawn much tasty maida coating smell flavour nothing happy flechazo gachibowli
1,wide spread buffet taste good courteous staff polite family dinner u lovely time especially kid love live counter
1,starter good especially mutton starter many variety chicken item ambience good staff great jayanta service good food time thanks
1,flechazo brings together two culinary region world mediterranean asian minimalistic ambiance maximised seating serf ideal place celebration office gathering food shot conveyor belt got amazing response customer dining gol gappas kachoris chaat option fun factor make diy concept table starter stuffed mushroom good option veg tempura well balanced spice content main course whale time picking option biryani rice curry leave space pasta though dessert section give whole new meaning term spoilt choice place indeed foodie delight
1,mother’s day food amazing service jayanta ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd
0,went place lunch buffet seeing high rating zomato good thing first service excellent! waiter literally take care food nothing great starter person love abundance starter served table ofcourse served way like sushi pani puri okayish type main course normal nothing extra ordinary taste food normal dessert red velvet cake jalebi good service good server trained well ambience place jammed packed even tuesday lunch enjoy much rush front every counter okayish lunch!
1,love dis place good term ambiencefood hospitality live pizza smokey ice cream best highlight dance step staff birthday celebration
1,good food nice experience haleem missing bit disappointment serf good jayanta ggggggggggggggggggghhhggggggggggggggggggggggggggg
1,excellent service ambience friendly staff thank ranjan sadddam raja wonderful service surely visit fun time
1,md sabir good service must try place nearby staff professional polite friendly make feel comfortable
0,heard restaurant friend choose place team lunch rating ambiance food service many item list taste good fooled word unlimited beverage single type beverage unlimited cannot choose flavour totally felt disappointed taste customer service good
1,good place hang friend panipuri conveyer belt making pizza main highlight place
0,oh much hope place looking description turned imitator ab may concept change ok food fine expectation different
1,decent buffet ranging customised pizza amazing starter place crowdy even week day server chef taking personalised comment food delivered satisfying finger food conveyor belt cold pizza need flavour tom yum soup real disappointment couldn’t get main course spread seemed interesting would love visit
1,place good starter mocktails shabir handy service pasta top notch prawn good desert love must try mini gulab jamun
1,one best place term hospitality food ambience everything superb stater ambience main course dessert best buffet live counter pizza smoky ice cream ur list definitely
1,star pro variety starter option make pizzapasta hand good biryani main coursea rareity days!!! atleast item desertthe jalebi specifically good staff behaviour con one softdrink avialiablefor every day one flavourso unlucky u drink orange juice go tuesday even u dont like hard drink available overall nice experience go enjoy!! !
1,loved food especially baby potato harissa sweet chilli barbeque prawn must try starter smoked paan ice wow mini pizza pasta also good herethankew sabir awesome service helping u pick best one good dining
1,nice place visit beautiful ambiance service jayanth hasihul kushal awesome finally taste wonderful happy
1,liked starter service jayanta kusul hasebul good ggggggghhhggggggggggggggggggggggggggggggggggggggggggggggggghhhhhhhhhhhhhhgggggggggggg
1,loved food variety get lot variety snack lip smacking bet best thing liked place people serving get experience personal touch every course meal take feedback like food change make improve also come celebrate special occasion provide cake also play music mr jayanta host super humble served nicely big yes place!! !
1,service good jayanta hasebul kusul good gggggggggggggggggggggggggggggggggggggjhhghhhhghhgghhghhhgghhggghhhghhggghhgggggggffgghgg
1,one place provides good buffet price pay quality food great maintain variety item across course fish served part starter best eaten long time mutton kheema masala kulcha also deserves special mention service good staff courteous sadly despite giving clear instruction celebration planned end messed making arrangement cake agreed provide disappointing could avoided
1,soothing ambience admirable hospitality shabir buffet delicious every sectionperfect place family friend office colleague
1,good taste lot item excellent service jayanta hasubul kusul gggggggghhhhhhhhhgggggggggggggggggggggggggggggggggggggggggggggggggg
1,pleasant experience good food excellent service courteous staff jayanta kusal hasibul gggggggggggggggggggggggggggggggggggggggggg
1,good servicehygenic foodjayantakushalhasebul ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggygggyggyyyygggggggggghh
1,food quite awesome service provided jayanta kushal hasubul quite good ggggggggggggggggggggghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
1,ambience awesome especially faijul service good friendly good place team outing overall good experience fun
0,seldom see restaurant rating friend come great expectation restaurant manage live even rating staff polite complains coming food sushi good chef aware give mayonnaise sushi wasabi starter okay repeat anything spite non vegetarian item liked crispy corn aglio olio used macaroni main course terrible array dish none good biriyani chicken couscous salad quinoa olive chocolate ice cream overdose milk forgettable experience however reiterate staff good politely told experience insisted providing something special
1,visited flechazo today family ambiance pleasant service provided ranjit ramjan excellent food nice several option starter especially liked fish starter much main course also good coming dessert love ice cream made spot provides several food option starter main dessert one best place try family
1,good food friendly staffmehrul sourab best best buffet town fish starter rabdi dessert tasted must
1,polite service done shabir starter korean tossed chicken oriental devilled prawn excellent veg flexhazo style crispy corn good
0,apart starter main course dessert wonky table sat big disappointment ice cream made cream chocolate sauce dry ice good
1,mild refreshing taste best starter desert thanks ramzan ranjit pritam helping dish continued follow taste dish
1,food amazing good ambiance staff friendly totally worth visit especially ranjit pritam good job concerned costumer visiting gachibowli
1,went group people buffet place nice ambience excellent food hamid kushal’s service impressive even danced u really fun experience
1,food awesome lot fun friend service hamit koshal really good starter dessert good ambience also good
1,wonderful service food great care hamid kaushal table enjoyed birthday celebration friend pizza making experience
1,excellent service shabir starter good especially oriental devilled prawn ambience place lovely staff polite overall experience
1,place serf buffet lunchit value money dine restaurantalthough claim mediterranean restomost item served indianso go namethe service really good chef personally asks preference feedback complimentary starter improvedone thing liked option vegetariansveg starter plenty live counter one served tablecajun potatocorn pineapplepaneer kebab name fewall goodthey serve momo pastapizza counter main course nice good variety curry dessert spread huge overall good placehope maintain variety cost
1,service excellent fodd tasted nice ranjit romjan served best polite friendly visit agian ambience excellent
1,sabir kusal jakiservice excellent starter especially veg delicious great experience live counter dessert mouthwatering overall happy atmosphere
1,mr anup team done wonderful job mean lot u celebrating birthday best dish delivering happy come thank u guy humbleness towards customer
1,went lunch bit different usual bbq buffet starter impressive service good get wood fire pizza due heavy crowd went pizza baked properly improve dessert section rest good different regular buffet
1,starter good whole delicious sumptuous buffet service really good especially one mrjayanta hasubul
1,great fun kid family exceptional hospitality especially ranjitgood variety foodworth place buffet familypriced good
1,avinash apurna corteous serve place friendly chef coming make sure able serve something different plate make experience worth
1,good experience new concept serving food making pizza service mravinash superb overwhelmed attended served u food till full content
1,nice ambience tasty food excellent serice romjan ranjith daughter enjoyed making pizza stall also good thanks
1,great experience! great service food! aup sanjit jakirul excellent service! exotic food must try thing flechazo like prawn orange shot
1,service excellent special thanks ranjith ramjan awsome wat visit thank alll great service
1,nice food excellent service! great time here! highly recommend parties! anup arumay zakir thanks guy great service!
1,great place wonderful hospitality served ranjit ramzan truly sincere great host food good must visit!
1,great place variety veg starter great value add pizza pasta sushi starter first time great jayant purna great host hasebul captain take care everyone well
1,prawn really tasty even veg kekab crispy corn start tasty even liked main course especially egg masala service provided jayanth hasubul purno plesant overall nice place freakoutand celebrate ur memorable occasion thanks flechazo
1,wonderful food good ambiencespecially loved dance staffgreat hospitalitythree cheersromjana ranjith great pplthey know treat thier customer well excellent job keep uphena rasthapuram
1,feel veg starter shud improvised mushroom sweetcorn dry kebab properly cooked n others starter tasty n didnot make wow impact fish starter awesome prawn cooked chicken tikka ok overall convinced much taste starter maincourse far better starter dessert also ok definitely visit huge expectation taste
1,great experience coming first time mr sabir served u really well would suggest everyone visit least
1,food always good flechazo good variety starter unlimited serf smoking cold ice cream must experience make flechazo friendliness service celebrated son’s wife’s birthday much fun friend special thanks team jayanta hasibul many making pleasant experience love coming place !
1,ranjit romjan excellentfood service excellent ambience place decoration good find varity dish one place
1,one best place hyderabad planning buffet staff courteous ensure unattended apart indian cuisine main course food yumm jalebi show stopper must visit! !
1,excellent place food good service great person served u ranjit really attentive helpful overall experience easily worth price
1,anup ayuv rajesh really good liked hospitality came team dinner really good experience one best place buffet
1,service good place lively kudos anup preetham ranjit service speed also good pan ice cream stealing show would recommend place thumb
1,sabir excellent service fish verry good diessart ossam sabir kusal jaki service excellent service isjejiiuhjwkwjjjekejekekmjhfjkksjdjjrjdkedidj
1,great ambience good food service polite friendly ranjan raveendra karthik friendly customer variety non veg item available would like visit
1,sabir great cheerful hardworking guy made sure try every dish menu also tweeted lot dish according taste preference lovely dinner experience flechazo
1,loved place service goodi served sabir good service fully satisfied food service
1,great service sabir thanks lot man food great service impeccable keep good work gonna keep coming back place awesome
1,sabir really pleased service wonderful place visit good ambience perfect place hangout friend prawn fry delicious
1,sabir service excellent taken keen interest serving u best chicken starter tasty red velvet cake drooling good
1,great service ranjit ramjamgood ambience great place family dessert amazing sea food lit affordale price
1,service ambience great! jayanta hasubul atm customer obsessed starter veg non veg good kid provide balloon small toy play definitely recommend place ice cream taste improved
1,excellent service provided anup ranjit food also good one must try stuffed tandoori mushroom oriental sweet chilly chicken
1,one best buffet experience hyderabad food especially starter dessert world ambience experience unique staff courteous made u feel like family home! would like call shabbir gracious hospitality must visit hyderabad
0,liked food good anything special memorable good service appreciate waiter pestered writing review wonder place high rating staff keep bugging till write good review
1,one best restaurant town got best food staff specially sabir ambiance great variety food awesome must try chicken wing corn fry mushroom pizza variety desert got live counter pizza pani puri liquid nitrogen ice cream one kind city rit visited place friend birthday complimentary cake dance awesome
1,starter bad pan ice cream good please provide good entertainment food shot okay hospitality good jayanta haasubul
1,great ambience lovely food eating festival food lover like service excellent brother hamid sanjit jakirul taken good care u baby enjoyed special status spiceless food n painting playing time
1,haleem best place try avaialble multiple outlet haleem usually found ramdan season month march july served shah ghouse badam kheer must try
1,ordered chicken fried rice good however give curry sure whether forgot like taste variety
1,wonderful place good food taste like way prepare food like serve u way maintain restaurant clean
1,time experienced mandi nice quality mandi lover sure love request restaurant add pic chicken r mutton
1,nice taste biryani price also fair ambience goodwent team loved itstarters excellent crisp spice
0,good compared tolichowki branch starter good main course biryani tolichowki main branch shah ghouse
1,used hear probably best place haleem city dismay ordered renowned haleem last night 12pm tastewise seemed average hungry finished fast fell asleep 2am wake 5am severe upset stomach went woke 10am stomach still hurt pretty sure form mild food poisoning maybe due hygiene standard nonetheless keep gradually lose clientele would recommend place called cafe haleem far tastier come complimentary food poisoning
